	symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B	description
ENSG00000287185	NA	-0.143259269205367	0.00329258645448282	-7.41326969805485	4.07989359276779e-13	1.44481449187364e-10	19.2433441901858	NA
ENSG00000226816	NA	-0.204180123006379	-0.00559534878039103	-7.39372649643321	4.67064339431182e-13	1.58509960194457e-10	19.1121410972273	NA
ENSG00000075624	ACTB	-0.0588451227896983	0.00555066474296706	-7.38421751470279	4.98776982429338e-13	1.61954522621889e-10	19.0484072250598	actin beta
ENSG00000266909	SLC25A6P4	0.165303740317484	-0.00394935332341613	7.37902421465558	5.16981901555447e-13	1.61954522621889e-10	19.013628103041	solute carrier family 25 member 6 pseudogene 4
ENSG00000181788	SIAH2	0.0685392362816129	-0.00371204520748585	7.37002727652116	5.50080572160113e-13	1.65940972601634e-10	18.9534247146853	siah E3 ubiquitin protein ligase 2
ENSG00000279020	C18orf15	0.083592620908561	0.000600279721252256	7.25852066963061	1.18100414469615e-12	3.24926697327052e-10	18.2123826855247	chromosome 18 putative open reading frame 15
ENSG00000124299	PEPD	-0.0648792268761392	0.00354067895254366	-7.25813454424073	1.18411360619158e-12	3.24926697327052e-10	18.2098330776261	peptidase D
ENSG00000279447	NA	0.133552372077743	-0.000388606364236111	7.25657148158417	1.19678341556925e-12	3.24926697327052e-10	18.1995132509003	NA
ENSG00000135392	DNAJC14	-0.0733337029957862	0.00163140596860989	-7.24428480203177	1.30113073978676e-12	3.41861608889135e-10	18.118457845658	DnaJ heat shock protein family (Hsp40) member C14
ENSG00000205808	PLPP6	-0.0982236811416474	0.00419927806398352	-7.20649552891472	1.68139920969046e-12	4.27968642591525e-10	17.8698860676848	phospholipid phosphatase 6
ENSG00000105767	CADM4	-0.0591740056944036	0.00213313998548947	-7.16316813481634	2.25298748471092e-12	5.48649683029289e-10	17.5862341453769	cell adhesion molecule 4
ENSG00000152229	PSTPIP2	0.0659659566787016	0.00235486616761595	7.16073303937038	2.2902503650087e-12	5.48649683029289e-10	17.570335126358	proline-serine-threonine phosphatase interacting protein 2
ENSG00000159921	GNE	-0.0564758483389415	0.00376625553310128	-7.15267503257786	2.41792973973888e-12	5.5936946106944e-10	17.5177560216884	glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase
ENSG00000143479	DYRK3	0.0616491675644949	-0.00279658702687954	7.14936686332439	2.4723512091467e-12	5.5936946106944e-10	17.4961844469129	dual specificity tyrosine phosphorylation regulated kinase 3
ENSG00000026103	FAS	0.0927907443757696	-0.00843706729417242	7.11691232532865	3.07432625072511e-12	6.76767224652866e-10	17.2850056057879	Fas cell surface death receptor
ENSG00000157110	RBPMS	0.0785839328590149	0.000320837831274356	7.11180154191411	3.1814235629978e-12	6.81913024226765e-10	17.2518242636683	RNA binding protein, mRNA processing factor
ENSG00000141040	ZNF287	-0.0627280308342999	0.00280184654842711	-7.0805364206391	3.9211075984839e-12	8.1890824076029e-10	17.0492775482896	zinc finger protein 287
ENSG00000110042	DTX4	-0.186419228769736	0.00509537483043808	-7.0573396823658	4.57674628749579e-12	9.31939962791331e-10	16.8994896192546	deltex E3 ubiquitin ligase 4
ENSG00000116717	GADD45A	0.292024285037289	-0.00225469205505321	7.01636457170339	6.00799708905279e-12	1.19353990952037e-09	16.6359214684874	growth arrest and DNA damage inducible alpha
ENSG00000267221	C17orf113	-0.0576029493659934	0.00334420539674738	-7.01161822118248	6.1998618518126e-12	1.20233035197651e-09	16.6054753558059	chromosome 17 open reading frame 113
ENSG00000146677	RPL32P18	0.218077467946704	-0.0188103296039254	7.00753778986701	6.36961015915918e-12	1.2065226685198e-09	16.5793148788664	ribosomal protein L32 pseudogene 18
ENSG00000164221	CCDC112	-0.0535233304073682	0.00173051744351869	-6.98832231995367	7.23236850993309e-12	1.33881003439557e-09	16.4562947718932	coiled-coil domain containing 112
ENSG00000090674	MCOLN1	-0.0887255121817305	0.0062726565359386	-6.95924873468314	8.760235170808e-12	1.58560256591625e-09	16.2707085908401	mucolipin TRP cation channel 1
ENSG00000172175	MALT1	0.0715979265819607	-0.00244321738546607	6.94195736369963	9.81488074949094e-12	1.70526772275731e-09	16.1606449232092	MALT1 paracaspase
ENSG00000174599	TRAM1L1	-0.118261180333778	0.00661547253997826	-6.9415666738699	9.84009612886356e-12	1.70526772275731e-09	16.1581607881245	translocation associated membrane protein 1 like 1
ENSG00000188938	FAM120AOS	-0.0529019847520925	0.004410290981611	-6.87892397392515	1.48252813727561e-11	2.51190260594358e-09	15.7614027584035	family with sequence similarity 120 member A opposite strand
ENSG00000146090	RASGEF1C	-0.0478310040093949	0.00329051167436429	-6.87598994676381	1.51115073899614e-11	2.51190260594358e-09	15.742894998885	RasGEF domain family member 1C
ENSG00000282855	NA	0.22317216710075	-0.00353559487899088	6.87026271019225	1.56859389507359e-11	2.55523945507489e-09	15.7067872226368	NA
ENSG00000168329	CX3CR1	-0.23602097686924	-0.0108129359759658	-6.86692793468972	1.6030228917513e-11	2.56012185359104e-09	15.6857747533049	C-X3-C motif chemokine receptor 1
ENSG00000086205	FOLH1	-0.11958379096288	0.0069080906778497	-6.8558713874458	1.72256523854452e-11	2.6981334361433e-09	15.6161697804322	folate hydrolase 1
ENSG00000092758	COL9A3	-0.102590959106918	0.0106410784523668	-6.8519735193437	1.76676074937131e-11	2.70423548514547e-09	15.5916541904503	collagen type IX alpha 3 chain
ENSG00000073536	NLE1	-0.0605071419570633	-0.00200574817078754	-6.84971609114725	1.79286330506882e-11	2.70423548514547e-09	15.5774615871829	notchless homolog 1
ENSG00000160190	SLC37A1	0.0415022116023876	-0.00416131310991877	6.84536910820334	1.84419796793718e-11	2.73108953615424e-09	15.550143099332	solute carrier family 37 member 1
ENSG00000187566	NHLRC1	-0.142147504771799	0.0123689200454335	-6.83613054816271	1.95813686556214e-11	2.84804013750065e-09	15.4921329991553	NHL repeat containing E3 ubiquitin protein ligase 1
ENSG00000269837	NA	-0.105202680693168	0.0137401589380856	-6.81382123129517	2.26253183288436e-11	3.21873443550834e-09	15.3523269634858	NA
ENSG00000172046	USP19	-0.0601955358838191	0.00202134560780555	-6.81181767821569	2.29203925426009e-11	3.21873443550834e-09	15.3397904630319	ubiquitin specific peptidase 19
ENSG00000171236	LRG1	0.236272654575238	-0.00186591199430058	6.80510876117739	2.39362108480941e-11	3.30441419250384e-09	15.2978349079255	leucine rich alpha-2-glycoprotein 1
ENSG00000136279	DBNL	-0.0480331751558308	0.00678572755068388	-6.77149376618087	2.97296729479901e-11	4.03580310268966e-09	15.0881515833867	drebrin like
ENSG00000149596	JPH2	0.0835736292837432	-0.00113406390557119	6.76023314589925	3.19623295593591e-11	4.26775695509803e-09	15.0181097730691	junctophilin 2
ENSG00000181929	PRKAG1	-0.0551375139098361	0.00221022945379431	-6.75269417778801	3.3548178482961e-11	4.40725667328576e-09	14.9712729309878	protein kinase AMP-activated non-catalytic subunit gamma 1
ENSG00000255216	NA	-0.131552479334721	0.00484283583599564	-6.7308665391584	3.85877860320808e-11	4.94647532400725e-09	14.8359195153803	NA
ENSG00000273387	NA	-0.139058841490163	0.00746302680305356	-6.72903801279323	3.90421920920278e-11	4.94647532400725e-09	14.824597935445	NA
ENSG00000085433	WDR47	-0.0536164887039836	0.00442597546408601	-6.72731715244113	3.9474634261568e-11	4.94647532400725e-09	14.8139454052406	WD repeat domain 47
ENSG00000130175	PRKCSH	-0.0456615166146793	0.0023470947985539	-6.68884990141843	5.04652325708199e-11	6.22786847408072e-09	14.5764372263162	PRKCSH beta subunit of glucosidase II
ENSG00000131831	RAI2	0.0362139632240536	-0.000740109592687804	6.68553418729637	5.15422688589317e-11	6.26584746053729e-09	14.5560200272737	retinoic acid induced 2
ENSG00000176597	B3GNT5	0.126364642992705	-0.00594985597951123	6.67200016402642	5.61771480685886e-11	6.72886575027432e-09	14.4727721066227	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5
ENSG00000231999	LRRC8C-DT	-0.065471163633608	0.0042682370304066	-6.66764986315079	5.775197241024e-11	6.8172436997305e-09	14.4460442981272	LRRC8C divergent transcript
ENSG00000285938	BCL6-AS1	0.0890014591516473	-0.00846308964904826	6.66209142890894	5.98272558882624e-11	6.96132856014139e-09	14.4119157531022	BCL6 antisense RNA 1
ENSG00000139719	VPS33A	-0.0578920661651847	0.00411221475344973	-6.65905792921634	6.09904967594853e-11	6.99672670571842e-09	14.3933005690574	VPS33A core subunit of CORVET and HOPS complexes
ENSG00000145936	KCNMB1	0.130688232372029	-0.00800659632810243	6.65414863505747	6.29201854839382e-11	7.11784598287051e-09	14.3631900248605	potassium calcium-activated channel subfamily M regulatory beta subunit 1
ENSG00000183111	ARHGEF37	-0.0833994442894674	0.00597599205430231	-6.63599098706926	7.05915604027807e-11	7.87627752713218e-09	14.2519891791034	Rho guanine nucleotide exchange factor 37
ENSG00000155886	SLC24A2	-0.103976697361583	0.00814753425479806	-6.62423104089746	7.60416283715241e-11	8.36971706873059e-09	14.1801093004977	solute carrier family 24 member 2
ENSG00000007866	TEAD3	0.135469504669883	-0.00274624591813004	6.61502902694808	8.05919516520575e-11	8.75228594941344e-09	14.1239411269638	TEA domain transcription factor 3
ENSG00000135905	DOCK10	-0.0968998215947796	0.00791464467493435	-6.60710527297797	8.47232389843904e-11	9.07987870431395e-09	14.0756294938695	dedicator of cytokinesis 10
ENSG00000125843	AP5S1	-0.0789578983211958	0.00762276758683349	-6.59936758068486	8.89575597307489e-11	9.40986135073961e-09	14.0285006907412	adaptor related protein complex 5 subunit sigma 1
ENSG00000143409	MINDY1	-0.103358126524476	0.00518572068911664	-6.5892105072528	9.4831924147598e-11	9.90264131002802e-09	13.9667085334505	MINDY lysine 48 deubiquitinase 1
ENSG00000145022	TCTA	-0.100037840807628	0.00587636057054193	-6.58012535299081	1.00407329188904e-10	1.03521227372611e-08	13.911507465698	T cell leukemia translocation altered
ENSG00000158373	H2BC5	0.153162813255446	-0.00374617386225737	6.57567136894163	1.03256774181257e-10	1.05128303213292e-08	13.8844693442132	H2B clustered histone 5
ENSG00000051620	HEBP2	0.0674171605832134	-0.00513109699769897	6.57159963710818	1.05930914027261e-10	1.0651941910519e-08	13.8597655955209	heme binding protein 2
ENSG00000216906	NA	-0.102216423809541	0.00197860429539097	-6.56174619306475	1.12686227895357e-10	1.11843641420708e-08	13.8000383482441	NA
ENSG00000239557	PPP2R5CP	0.129657706005694	0.001270489500286	6.55993645076825	1.13972034842465e-10	1.11843641420708e-08	13.7890769390155	protein phosphatase 2 regulatory subunit B'gamma pseudogene
ENSG00000166454	ATMIN	-0.0850457280860059	0.00746719898158459	-6.53999982100493	1.29123736463532e-10	1.25203908749461e-08	13.6684967210672	ATM interactor
ENSG00000188811	NHLRC3	-0.0718056784398368	0.00399349070294907	-6.53649273232735	1.31985960410315e-10	1.26196389379471e-08	13.6473182036889	NHL repeat containing 3
ENSG00000277969	NA	0.0746399507127895	-0.00849220391797555	6.53414247896043	1.33938750754831e-10	1.26196389379471e-08	13.6331310766269	NA
ENSG00000081320	STK17B	0.0777170213699516	-0.00299525021337634	6.53312203819281	1.3479540670367e-10	1.26196389379471e-08	13.6269726430737	serine/threonine kinase 17b
ENSG00000126088	UROD	-0.0557072218332538	4.51828840920292e-05	-6.5306032531188	1.36932959647679e-10	1.26740790492084e-08	13.611775171047	uroporphyrinogen decarboxylase
ENSG00000167182	SP2	-0.0534445388149913	0.00426998106839889	-6.52795327931716	1.39217690608461e-10	1.27407650562462e-08	13.5957916492136	Sp2 transcription factor
ENSG00000137207	YIPF3	-0.0685193128719851	0.00301635533563773	-6.51344987028392	1.52399382266853e-10	1.37921440951502e-08	13.5084131062633	Yip1 domain family member 3
ENSG00000103150	MLYCD	-0.0522314597843122	7.25364253389745e-05	-6.50276164400639	1.62888540206218e-10	1.45794193404356e-08	13.4441280293565	malonyl-CoA decarboxylase
ENSG00000183019	MCEMP1	0.184708430728171	-0.000227249846683985	6.50098343022329	1.64700932951878e-10	1.45814032488375e-08	13.4334417504976	mast cell expressed membrane protein 1
ENSG00000164949	GEM	0.254023696302325	-0.0159213167152268	6.49430000516929	1.71691150206334e-10	1.50368217035547e-08	13.3933000621298	GTP binding protein overexpressed in skeletal muscle
ENSG00000108691	CCL2	0.550741722986485	-0.0411397596050468	6.48470666184303	1.82235291964922e-10	1.57904941814286e-08	13.3357437702935	C-C motif chemokine ligand 2
ENSG00000267309	ZNF566-AS1	-0.0922404288568695	0.00133752418809267	-6.48007897456755	1.87545855441401e-10	1.60795893954759e-08	13.3080059509888	ZNF566 antisense RNA 1
ENSG00000274173	NA	0.115725016584647	0.00301060175976124	6.474637997034	1.9398377633594e-10	1.64583110235024e-08	13.2754154221503	NA
ENSG00000198890	PRMT6	-0.0979695178455806	0.00524547700311595	-6.46060484689098	2.11603763840486e-10	1.77681717162965e-08	13.1914693314588	protein arginine methyltransferase 6
ENSG00000013275	PSMC4	-0.0403400071755135	0.00192178072676243	-6.45607419724105	2.17620172410917e-10	1.80869010641523e-08	13.1644009522762	proteasome 26S subunit, ATPase 4
ENSG00000156968	MPV17L	-0.0946031453564047	0.00514551214236836	-6.45389158193914	2.20578014697698e-10	1.81475548455833e-08	13.1513668190566	MPV17 mitochondrial inner membrane protein like
ENSG00000114757	PEX5L	-0.0922347786656897	0.00678038607399945	-6.42781614409882	2.59107650246342e-10	2.11043181125646e-08	12.9959469332308	peroxisomal biogenesis factor 5 like
ENSG00000198824	CHAMP1	-0.0535817699304746	-0.000223133786732312	-6.42456826301433	2.64345878473541e-10	2.13177938630395e-08	12.9766267350694	chromosome alignment maintaining phosphoprotein 1
ENSG00000033011	ALG1	-0.0542940931875638	0.00443364234603297	-6.42161507275369	2.69198725554111e-10	2.14963099964533e-08	12.9590669202881	ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase
ENSG00000173598	NUDT4	0.128826647869272	-0.00957573059050946	6.41182933711893	2.85910748156643e-10	2.23086508070308e-08	12.9009308366112	nudix hydrolase 4
ENSG00000162377	COA7	-0.0620305404097414	0.00240602992790772	-6.41155759060542	2.86389039466113e-10	2.23086508070308e-08	12.8993175224616	cytochrome c oxidase assembly factor 7
ENSG00000136237	RAPGEF5	-0.133074843441708	0.0122954271853099	-6.41087805289035	2.87588500274798e-10	2.23086508070308e-08	12.8952834807197	Rap guanine nucleotide exchange factor 5
ENSG00000125733	TRIP10	0.165171782123038	-0.00846529639987695	6.40278978808572	3.02248330793701e-10	2.32246476822141e-08	12.8472965812862	thyroid hormone receptor interactor 10
ENSG00000112033	PPARD	0.0799716346739707	0.00293269625058404	6.3947341636296	3.17575235231251e-10	2.39746499356127e-08	12.7995559486496	peroxisome proliferator activated receptor delta
ENSG00000069974	RAB27A	0.0656313862537793	-0.00177367341665186	6.39328866241924	3.20404868056969e-10	2.39746499356127e-08	12.7909949282018	RAB27A, member RAS oncogene family
ENSG00000130338	TULP4	-0.0433784083329863	0.00197243378695671	-6.3925709658883	3.21818944065779e-10	2.39746499356127e-08	12.7867449793442	TUB like protein 4
ENSG00000188313	PLSCR1	0.191482537481549	-0.00793590446200469	6.391579302525	3.23782872058612e-10	2.39746499356127e-08	12.7808733805775	phospholipid scramblase 1
ENSG00000260572	NA	-0.112545820894981	-0.00210335297885504	-6.38257663814175	3.42157188043515e-10	2.5106939609139e-08	12.7276054013004	NA
ENSG00000131378	RFTN1	0.0514204240212354	-0.00137095425271011	6.37810990166059	3.51648693431586e-10	2.55730232857167e-08	12.7012004807332	raftlin, lipid raft linker 1
ENSG00000128973	CLN6	-0.0802017481260532	0.00673405375878475	-6.37599701079951	3.56227748821498e-10	2.56591435643923e-08	12.688715850065	CLN6 transmembrane ER protein
ENSG00000273356	NA	0.138891292035421	-0.00368869691343991	6.37352950007507	3.61649235353848e-10	2.56591435643923e-08	12.6741404249413	NA
ENSG00000130766	SESN2	0.121619936599587	-0.0102749157113084	6.37324305940188	3.62283794954587e-10	2.56591435643923e-08	12.6724487582549	sestrin 2
ENSG00000004864	SLC25A13	-0.068828054676693	0.00522291578478319	-6.35568098919872	4.03342813464969e-10	2.8320924273036e-08	12.5688574502293	solute carrier family 25 member 13
ENSG00000182796	NA	-0.102148628786002	0.00714917470472942	-6.35056298583501	4.16142341919596e-10	2.88262586769662e-08	12.5387155755343	NA
ENSG00000162408	NOL9	-0.049621127256172	0.00452763751529646	-6.3499828676141	4.17617989426889e-10	2.88262586769662e-08	12.5353003795372	nucleolar protein 9
ENSG00000244045	VMA12	-0.0793850710223027	3.41898362886533e-05	-6.34708217894347	4.25073624207044e-10	2.90943249509779e-08	12.5182279236307	vacuolar ATPase assembly factor VMA12
ENSG00000162241	SLC25A45	-0.0824683384638258	0.00288154198604792	-6.3301718864348	4.71202188609359e-10	3.19828485518602e-08	12.4188358013588	solute carrier family 25 member 45
ENSG00000196954	CASP4	0.153172374172556	-0.00231740480963534	6.32738246751532	4.79267848003709e-10	3.22614596858695e-08	12.4024630070933	caspase 4
ENSG00000139597	N4BP2L1	0.0685884792707959	-0.00669768708179302	6.32385474786466	4.8966195319675e-10	3.26909558097338e-08	12.3817657355325	NEDD4 binding protein 2 like 1
ENSG00000180787	ZFP3	-0.101973946880272	-0.00242105666592825	-6.3204573188284	4.99880485268858e-10	3.31018418903646e-08	12.3618424494023	ZFP3 zinc finger protein
ENSG00000136867	SLC31A2	-0.129011162745862	0.00886277123681354	-6.30469103847232	5.50097122239108e-10	3.60035440731761e-08	12.2695083364791	solute carrier family 31 member 2
ENSG00000149716	LTO1	-0.0479087466317984	0.00265404192705076	-6.30396027606051	5.52540578164152e-10	3.60035440731761e-08	12.2652335831772	LTO1 maturation factor of ABCE1
ENSG00000119596	YLPM1	-0.0391879809338285	0.00152975814393369	-6.29624861653644	5.78982043465474e-10	3.74270535240182e-08	12.2201490620317	YLP motif containing 1
ENSG00000166523	CLEC4E	0.164456652905873	0.00835323951554865	6.25370724762849	7.4865573053234e-10	4.80141805132749e-08	11.9723115333741	C-type lectin domain family 4 member E
ENSG00000172216	CEBPB	0.218007089486123	-0.000203364451537346	6.24633417374376	7.8264143816265e-10	4.98016758893342e-08	11.9295076310098	CCAAT enhancer binding protein beta
ENSG00000121690	DEPDC7	-0.0815420566408323	0.00627264091258354	-6.24450488026196	7.91304294462344e-10	4.99625851038433e-08	11.9188946618012	DEP domain containing 7
ENSG00000248367	LOC124901151	0.113691610444653	-0.00797389520193571	6.24109591778276	8.07698728342231e-10	5.0234321707901e-08	11.8991242591665	uncharacterized LOC124901151
ENSG00000100523	DDHD1	-0.0486472724997081	0.00400268183325273	-6.24104562824522	8.07943050182324e-10	5.0234321707901e-08	11.8988326742316	DDHD domain containing 1
ENSG00000105695	MAG	-0.111360732294594	0.0139833745782521	-6.23826570643562	8.21561741844433e-10	5.06940938433554e-08	11.8827175600915	myelin associated glycoprotein
ENSG00000140464	PML	0.07001560090657	0.00189152962233146	6.23696782340552	8.27996610618987e-10	5.07070104773808e-08	11.8751959382644	PML nuclear body scaffold
ENSG00000138468	SENP7	-0.0352966934136855	-0.000363648777363331	-6.2346091863557	8.39817050283596e-10	5.07294496949258e-08	11.8615304533776	SUMO specific peptidase 7
ENSG00000286970	NA	-0.16003733634979	0.0095249264136842	-6.2332668846255	8.46617565763179e-10	5.07294496949258e-08	11.8537554485329	NA
ENSG00000230042	AK3P3	-0.135973514286177	0.00738014839039059	-6.23318229893413	8.47047901597288e-10	5.07294496949258e-08	11.8532655527681	AK3 pseudogene 3
ENSG00000166313	APBB1	-0.0899411405780706	0.00743511091094825	-6.2172511529791	9.3203003010471e-10	5.54115663883421e-08	11.7611013202498	amyloid beta precursor protein binding family B member 1
ENSG00000268903	NA	0.205717972312594	-0.00368109000060902	6.21480930113752	9.45771758055441e-10	5.58210939808809e-08	11.7469931693216	NA
ENSG00000198373	WWP2	-0.0279851670977098	0.00254809105408917	-6.2109310297827	9.68005129334568e-10	5.67223149527342e-08	11.7245959293134	WW domain containing E3 ubiquitin protein ligase 2
ENSG00000143315	PIGM	-0.130721926514614	0.0112002012342652	-6.20705282541033	9.90748750160527e-10	5.76403469289821e-08	11.7022113899777	phosphatidylinositol glycan anchor biosynthesis class M
ENSG00000204655	MOG	-0.118589956249505	0.011742571487814	-6.19942933931754	1.03698920426412e-09	5.99026742463211e-08	11.6582454296386	myelin oligodendrocyte glycoprotein
ENSG00000162639	HENMT1	-0.0836667090186932	0.00740965021350783	-6.1961916978876	1.05725936374231e-09	6.06435036456414e-08	11.6395877959912	HEN methyltransferase 1
ENSG00000086544	ITPKC	0.147254537115144	0.00470704065887304	6.19442733071432	1.06846817722987e-09	6.08578552694913e-08	11.6294238509146	inositol-trisphosphate 3-kinase C
ENSG00000262202	NA	0.124751159867521	0.00109505972450058	6.18610088840007	1.12295188206266e-09	6.35169658291691e-08	11.5814923593803	NA
ENSG00000089351	GRAMD1A	0.0718175628093391	0.00219125591496552	6.18244046374693	1.14775430576332e-09	6.44721297961534e-08	11.5604389677787	GRAM domain containing 1A
ENSG00000154642	C21orf91	-0.10748872701906	1.97261510687129e-05	-6.17341447913349	1.21122298459406e-09	6.74342809960627e-08	11.5085718443468	chromosome 21 open reading frame 91
ENSG00000111666	CHPT1	0.0607473475563509	-0.00687013613081404	6.17260967150287	1.21704595536172e-09	6.74342809960627e-08	11.5039503249993	choline phosphotransferase 1
ENSG00000097046	CDC7	0.071118038174798	-0.00837662032954043	6.16779194675131	1.25247966821141e-09	6.89286952539323e-08	11.4762961851667	cell division cycle 7
ENSG00000212743	NA	0.16201437636263	0.00157594536382861	6.16646666370679	1.2624024609076e-09	6.90085103630365e-08	11.4686922915768	NA
ENSG00000112365	ZBTB24	-0.0406504274985294	0.00119545013458092	-6.16411350065691	1.28021093375571e-09	6.90894249947721e-08	11.4551944256692	zinc finger and BTB domain containing 24
ENSG00000279419	NA	-0.13112967684987	0.00582253949280376	-6.16402997525454	1.28084753520081e-09	6.90894249947721e-08	11.4547154031523	NA
ENSG00000139737	SLAIN1	-0.0995640601980427	0.00677838048204854	-6.16180419959249	1.29792603345157e-09	6.95500496214672e-08	11.4419525743251	SLAIN motif family member 1
ENSG00000080815	PSEN1	-0.109465814729325	0.00721820840177422	-6.14526237011085	1.43201542348515e-09	7.6233762250239e-08	11.3472275017435	presenilin 1
ENSG00000148154	UGCG	0.169987489812045	-0.0107060929850988	6.14255934286355	1.45517627827855e-09	7.69637064063557e-08	11.3317702687246	UDP-glucose ceramide glucosyltransferase
ENSG00000065357	DGKA	0.106852518377496	0.00684360271613674	6.12434696801453	1.62105149511173e-09	8.50540489614208e-08	11.2277796130878	diacylglycerol kinase alpha
ENSG00000276269	NA	0.260543329324529	-0.0279716538187842	6.12351777127456	1.62902782541211e-09	8.50540489614208e-08	11.2230514856951	NA
ENSG00000166912	MTMR10	-0.0874822922880803	0.00612836851107604	-6.1171667715283	1.69140484775136e-09	8.7748359776655e-08	11.1868564877952	myotubularin related protein 10
ENSG00000255085	NA	-0.0809152024289593	0.0016547940619946	-6.11409175884982	1.72243879768997e-09	8.8792810172056e-08	11.1693436067889	NA
ENSG00000114019	AMOTL2	-0.0928455658295756	0.00181027998445479	-6.10954054394199	1.76939424725932e-09	9.06397241756426e-08	11.1434377168618	angiomotin like 2
ENSG00000117632	STMN1	-0.0833889569092652	0.00582361757464296	-6.10208707432636	1.84900625105246e-09	9.41259744676395e-08	11.101048806598	stathmin 1
ENSG00000123975	CKS2	0.122073773859666	-0.0131477460097547	6.08769067383899	2.0128029966003e-09	1.01827828616829e-07	11.019304114415	CDC28 protein kinase regulatory subunit 2
ENSG00000173530	TNFRSF10D	0.160399977927945	0.00333450009529759	6.08384531143812	2.05889974775795e-09	1.03516903984497e-07	10.9974985517138	TNF receptor superfamily member 10d
ENSG00000106692	FKTN	-0.0392228520890916	0.00403981826272525	-6.07995918483798	2.10653209986871e-09	1.0526198744436e-07	10.975474223891	fukutin
ENSG00000152784	PRDM8	-0.0853728309905456	0.00650991454110778	-6.06407616243317	2.31264762315691e-09	1.14856798113494e-07	10.8855879720194	PR/SET domain 8
ENSG00000073111	MCM2	-0.0581191471746392	-0.000694817459808561	-6.06161624327418	2.34628325774908e-09	1.15821073541614e-07	10.8716852629815	minichromosome maintenance complex component 2
ENSG00000205116	TMEM278	-0.114678488206233	0.00686904903347094	-6.05362757172428	2.45884367763095e-09	1.20646275628338e-07	10.8265702180599	transmembrane protein 278
ENSG00000153487	ING1	0.107199340382361	-0.00500515239924354	6.04868315605952	2.53113387482094e-09	1.23449613236027e-07	10.7986736571332	inhibitor of growth family member 1
ENSG00000011426	ANLN	-0.118659869803618	0.00437615968313349	-6.03464525980951	2.74787112129856e-09	1.33222680255814e-07	10.7195815291912	anillin, actin binding protein
ENSG00000196371	FUT4	-0.104623591158035	0.0089971984887288	-6.02974494956146	2.82771391889074e-09	1.35735133675594e-07	10.6920106490669	fucosyltransferase 4
ENSG00000181016	LSMEM1	0.0783235613362394	-0.00757284142473843	6.02942391117305	2.83302304786383e-09	1.35735133675594e-07	10.6902050669937	leucine rich single-pass membrane protein 1
ENSG00000138231	DBR1	-0.0419038889834096	0.00317424785699172	-6.02633949346282	2.88452954365628e-09	1.37394696684681e-07	10.6728620510607	debranching RNA lariats 1
ENSG00000181631	P2RY13	-0.222612423957296	-0.00937730688018226	-6.02312340503539	2.93920805044731e-09	1.39185171923799e-07	10.6547870652594	purinergic receptor P2Y13
ENSG00000149658	YTHDF1	0.0617262878870951	-0.000114319502646244	6.0204083183241	2.98615523329668e-09	1.40078584119803e-07	10.6395344636689	YTH N6-methyladenosine RNA binding protein F1
ENSG00000255121	NA	-0.116313582804582	0.00592401268394536	-6.02004626232782	2.99247067364588e-09	1.40078584119803e-07	10.6375009950614	NA
ENSG00000101181	MTG2	-0.0494285125167062	0.00383878220721664	-6.01669615174958	3.05152937650125e-09	1.4202689583773e-07	10.6186904229481	mitochondrial ribosome associated GTPase 2
ENSG00000143333	RGS16	0.249865518381377	0.000588983784120194	6.01435624435819	3.09345254281517e-09	1.42670340137948e-07	10.6055575648988	regulator of G protein signaling 16
ENSG00000110852	CLEC2B	0.178734052501903	-0.00991178126395399	6.01240382282101	3.12886305545812e-09	1.42670340137948e-07	10.5946029631585	C-type lectin domain family 2 member B
ENSG00000149182	ARFGAP2	-0.0448025771680216	0.00465781676197758	-6.01239021002749	3.12911133025557e-09	1.42670340137948e-07	10.5945265958955	ARF GTPase activating protein 2
ENSG00000162783	IER5	0.32026120136157	-0.0201185201271354	6.01204469550164	3.1354193842471e-09	1.42670340137948e-07	10.5925883237126	immediate early response 5
ENSG00000146373	RNF217	0.0296861542833971	-0.00140878139405032	6.00927291655447	3.18647487060851e-09	1.44187987895035e-07	10.5770427388529	ring finger protein 217
ENSG00000271828	NA	-0.0894437486646243	0.00177595417767319	-6.00743278195377	3.22081689455696e-09	1.44936760255063e-07	10.5667258180994	NA
ENSG00000131480	AOC2	0.0768851490152533	0.000637625150323744	6.00631595709044	3.24183581778852e-09	1.45081058988393e-07	10.5604655826537	amine oxidase copper containing 2
ENSG00000167562	ZNF701	-0.0460102720073341	-0.00415422463308958	-5.996086813013	3.44068437201307e-09	1.52615023600395e-07	10.5031753704666	zinc finger protein 701
ENSG00000099256	PRTFDC1	-0.0448003443811474	0.000198737258122891	-5.99573870169387	3.44765676396228e-09	1.52615023600395e-07	10.5012272349611	phosphoribosyl transferase domain containing 1
ENSG00000174903	RAB1B	-0.0508815732088123	0.00497998260636201	-5.99331816254889	3.49652094103087e-09	1.53941421971332e-07	10.487683949488	RAB1B, member RAS oncogene family
ENSG00000091483	FH	-0.0381614585207488	0.00187767847876609	-5.99087061976829	3.54661724334622e-09	1.55307513156209e-07	10.4739945152257	fumarate hydratase
